binary_value,float_value_1,float_value_2,float_value_3,float_value_4
1,21.0527,-20.5954,0.366249,1257.129
1,94.0849,-8.8888,0.784591,1159.312
0,90.0279,26.2407,0.001452,1588.235
0,12.3004,25.3854,0.227483,1705.889
1,92.9369,-29.9137,0.971603,937.046
1,40.0802,-0.2616,0.155709,1457.056
0,85.5790,17.5868,0.397636,1737.090
1,90.3593,-23.4429,0.031976,531.684
1,65.2720,-19.6514,0.772233,1487.593
0,50.4134,7.3773,0.121880,1177.403
0,50.7278,3.8930,0.976702,1987.382
0,20.9090,-18.8916,0.074885,976.285
0,44.5209,-18.2314,0.146554,1086.597
1,10.7166,2.3825,0.176725,1683.276
0,1.3720,23.4669,0.206360,512.447
1,75.6893,-16.2477,0.313208,751.412
1,77.7847,-7.5744,0.704107,1568.863
0,29.0907,18.9846,0.406048,1828.312
1,71.8453,-27.9360,0.714453,580.095
1,45.6576,-28.4446,0.381168,1831.368
0,96.4425,-3.2262,0.333029,1095.486
1,61.6164,-8.4886,0.968404,1237.783
1,97.9885,22.3159,0.907277,1451.642
0,7.1449,-0.4778,0.433979,1774.799
1,29.0756,-21.9804,0.291184,591.952
1,97.9320,-19.4003,0.152964,1486.819
0,73.0970,20.8822,0.425629,726.527
0,33.1618,-27.5562,0.307116,1701.250
1,93.2384,20.8804,0.914193,1554.873
1,84.6522,-22.3726,0.080024,1795.276
1,96.4539,5.5167,0.531302,1111.504
0,83.0765,-20.6973,0.271728,591.250
1,43.9502,-17.6664,0.310525,1173.050
0,13.1848,-3.2219,0.756259,1873.638
0,3.0719,-18.9047,0.633145,1887.247
1,44.2749,-16.8319,0.587935,970.456
1,85.2197,-24.2018,0.289446,1068.364
0,13.9026,-10.9959,0.017960,1137.775
0,17.6573,16.1401,0.246283,1802.617
1,72.6825,2.2489,0.465493,877.889
1,40.0220,-7.7482,0.164266,507.884
1,77.9618,27.5279,0.606470,1790.216
1,61.1297,4.0266,0.958091,1356.796
1,34.2865,24.9668,0.931615,1055.125
1,81.5112,-4.2995,0.331075,541.781
0,26.1717,26.3183,0.764733,1158.949
1,90.5268,15.2385,0.336010,1546.730
1,48.1334,25.9423,0.284191,695.989
0,18.0227,12.6159,0.157816,713.148
1,60.9463,18.6547,0.675086,1682.281
0,81.0712,6.3520,0.095410,1909.443
0,97.1878,-27.6127,0.136412,985.350
1,84.0980,-18.3561,0.167171,559.165
1,85.7322,-16.1340,0.260271,1222.671
1,41.0493,7.9153,0.800956,606.627
1,10.4847,-13.7684,0.188977,1626.869
1,45.0806,-14.1869,0.976546,944.947
1,29.9402,9.5139,0.396381,1845.674
1,44.1545,17.7576,0.960624,716.190
1,98.6161,2.5856,0.118372,1646.422
0,37.8362,3.0384,0.193305,783.945
0,17.8790,18.2946,0.024325,1711.337
1,70.1352,21.0487,0.385166,877.011
1,57.7428,-16.9488,0.870539,544.182
1,19.8757,20.0832,0.363155,1046.363
1,61.4534,10.2779,0.656829,1419.600
1,56.1754,-20.8708,0.424696,997.940
1,90.0166,-25.7852,0.787249,1346.686
1,49.4492,8.0544,0.588823,801.888
0,59.0734,-5.3524,0.709284,1412.600
1,76.8641,10.3533,0.088918,1528.799
1,54.3643,-18.7509,0.829063,547.927
1,50.7491,-21.1151,0.411258,1492.472
0,54.9198,-4.4331,0.053206,1336.215
1,50.7182,-4.1838,0.306082,797.384
0,56.4517,-15.2462,0.161896,1922.082
0,20.3740,27.7209,0.048430,1598.716
1,88.9199,-26.2058,0.738830,667.146
1,71.2680,-15.5290,0.755298,1170.225
0,34.6411,-16.6211,0.927175,600.733
0,16.4619,-8.5447,0.151807,1959.258
1,33.8371,-8.0117,0.890662,652.914
0,29.7747,-28.4646,0.881009,1198.010
1,54.5477,-24.0209,0.678781,926.570
0,48.5962,11.2371,0.941775,1110.884
1,26.5999,10.4983,0.859265,1811.822
1,34.1535,-10.8767,0.094741,621.598
1,84.6151,18.6124,0.075591,1038.605
0,52.2727,-19.6455,0.636887,1183.127
0,68.7091,-8.3895,0.289958,1299.373
0,24.6760,2.6521,0.642795,1733.377
1,47.7333,-5.0512,0.744551,574.936
1,66.3399,0.4324,0.016114,1796.646
1,97.9026,25.8509,0.799943,595.020
1,73.5269,-28.5564,0.319711,868.225
1,31.3388,-26.9761,0.486357,1332.173
0,90.5824,-6.8992,0.326350,644.476
0,79.7334,10.5556,0.272490,1550.058
1,43.0338,-26.0606,0.025634,877.491
0,1.5520,-20.6124,0.772456,711.410
1,75.6242,3.6139,0.226612,1197.748
1,22.2700,-16.5306,0.397312,650.111
1,42.6934,25.7673,0.189769,1721.250
1,27.8386,-19.1486,0.919796,1810.517
0,30.3099,9.5015,0.099904,708.030
0,66.9613,29.9056,0.068050,1804.978
0,15.6927,-13.3234,0.345418,1522.002
1,34.5593,-20.4959,0.861185,580.034
1,57.2844,-13.2831,0.172416,1448.600
1,50.0882,22.5532,0.211467,575.114
1,83.4663,-15.8001,0.898778,1435.693
0,9.7884,-2.3804,0.087925,1741.631
0,22.4274,-20.6136,0.527326,1090.125
0,14.8991,5.0423,0.508434,1001.928
0,11.9984,-10.8197,0.866440,658.438
1,2.4484,-0.8435,0.467505,1461.442
0,79.3726,17.2175,0.017974,1659.310
1,92.0263,-7.2501,0.721622,666.479
1,88.5266,-25.7714,0.033431,1520.012
1,41.6404,15.0773,0.779000,1582.532
0,91.6844,-7.9528,0.876849,791.127
1,51.4991,-7.7865,0.793152,1519.243
0,61.1942,29.5693,0.446964,1536.837
0,43.7315,-21.6920,0.754453,1282.134
0,76.9827,21.7450,0.397448,1929.432
0,4.9507,-12.8255,0.186432,1342.770
1,27.3196,12.4166,0.745817,938.340
1,42.6273,24.6066,0.823889,1693.618
0,55.0038,5.1607,0.042127,1347.683
1,89.2445,7.4108,0.342206,650.579
0,27.7938,29.8101,0.257577,1596.859
0,5.4428,28.2003,0.923894,835.039
1,22.8749,-18.9724,0.231306,727.398
1,90.4999,-15.1797,0.154737,1207.309
1,52.7206,-11.1254,0.958708,746.630
1,18.3814,19.2174,0.832326,774.848
1,42.5994,26.6421,0.086046,1183.074
1,27.6360,-3.0380,0.014577,1569.979
1,45.6268,29.1729,0.600530,1802.187
0,36.6246,-8.7176,0.890528,938.681
1,64.5439,-1.8734,0.870667,1920.556
1,96.3361,-27.7123,0.093157,936.243
1,23.4138,-21.7393,0.740662,717.618
0,28.4714,-24.1352,0.775923,1852.460
0,45.5633,-16.0543,0.441417,959.422
1,54.0990,12.8428,0.090583,554.250
1,82.9108,25.7857,0.539872,977.763
1,95.7217,-25.5979,0.139008,1814.187
0,23.8232,-8.6275,0.723749,977.339
0,31.8589,-15.2668,0.455451,1049.745
1,26.8499,4.7270,0.988888,944.219
1,41.3011,-28.3585,0.564386,874.935
0,24.9315,26.8527,0.056991,824.996
0,30.4377,5.8684,0.422153,1568.356
0,21.1346,27.5243,0.899799,1422.564
0,9.9424,0.5208,0.123191,1062.744
0,29.5437,-14.4843,0.724086,788.941
1,25.0325,26.4524,0.243726,1864.128
1,92.9858,0.5389,0.889052,1756.785
0,29.0687,-12.0469,0.507085,1628.362
1,72.0782,19.4040,0.743213,1733.130
1,30.9760,10.7391,0.373845,1307.105
0,90.4332,24.2501,0.189223,1807.198
1,99.0720,-16.5925,0.864364,1116.497
0,36.3504,-8.7551,0.512734,1538.611
1,70.2364,-25.8188,0.061942,1366.641
1,80.0206,-29.9043,0.370950,1622.631
1,47.2037,0.9229,0.901999,1340.652
1,57.1341,4.0216,0.705656,1399.629
1,2.5690,-10.8145,0.017586,642.539
0,6.7228,-3.9087,0.096086,1154.872
0,36.6700,-11.3600,0.050806,811.302
1,24.0074,7.0225,0.796085,606.021
1,90.2737,1.9931,0.440803,820.634
0,47.5338,-10.7124,0.303929,1872.639
1,79.6477,8.9055,0.912982,1365.364
1,38.2605,-26.8740,0.966916,1296.797
1,36.5352,24.3305,0.934369,1227.774
1,16.1371,-2.1254,0.694465,1445.909
1,95.4298,16.2566,0.634975,635.440
0,49.2473,22.7374,0.803830,1736.348
1,74.5769,-22.1445,0.180994,1538.393
1,71.8275,-6.1389,0.473896,1428.010
1,18.7974,9.0076,0.264887,1505.779
1,99.7229,5.9309,0.955620,1884.121
0,1.0762,7.6197,0.673323,1488.891
1,2.5534,-29.1930,0.822688,1046.223
0,50.3649,-15.1038,0.142684,1939.959
0,23.4427,13.4709,0.242107,527.633
1,76.3687,29.4408,0.075791,625.073
1,30.4172,0.3633,0.964456,1919.278
1,89.3624,25.4002,0.881083,1572.214
0,11.8774,-2.5439,0.521733,1853.361
1,70.4825,4.4998,0.109748,1283.427
0,93.9704,0.4465,0.304914,524.190
1,27.2714,-8.5955,0.937198,1025.020
0,2.0082,3.0722,0.589941,1387.104
1,51.9479,-27.0604,0.876503,722.925
1,58.0313,-7.9688,0.427875,1099.264
0,77.6825,-17.8331,0.339866,1365.794
1,18.8691,22.8559,0.553507,559.711
1,79.6730,-17.9315,0.948329,554.757
0,53.6883,29.1683,0.531070,1053.609
0,56.7570,22.0596,0.930330,1124.588
1,65.5831,11.9096,0.961131,979.280
1,57.2517,-25.2260,0.905405,1220.763
1,6.9933,-28.9875,0.360002,1223.157
0,13.9150,29.8618,0.550134,1194.873
1,31.8338,-23.9601,0.839998,808.698
0,59.4174,20.1670,0.058802,1788.691
1,90.9164,-13.6529,0.923474,1483.172
0,49.0197,25.1880,0.233987,1364.817
0,71.7163,-12.2559,0.467821,1855.473
1,52.0008,7.5682,0.048966,818.041
1,56.9874,-10.9484,0.467082,1590.911
0,55.5166,21.5097,0.755332,1480.458
1,73.6401,-28.7541,0.046278,1268.690
1,79.7482,-24.3960,0.704554,905.039
0,21.9349,15.8226,0.973589,1861.417
1,2.2602,7.9707,0.936349,999.371
1,96.8038,17.2291,0.846775,1186.843
0,59.1638,18.3221,0.196200,578.058
0,63.1702,-20.1319,0.580348,1561.185
1,69.6398,-15.0325,0.955360,1519.935
1,42.6607,25.2949,0.778939,1317.768
1,80.6163,-9.3638,0.559470,1632.977
0,92.2322,25.3288,0.422418,1261.648
1,94.9250,-19.5606,0.588383,671.428
1,99.2113,23.8320,0.652515,1419.671
1,5.4881,-18.9983,0.266132,632.563
1,77.3145,10.6490,0.256392,886.268
0,4.6456,-29.5073,0.301597,914.019
0,24.7700,-15.2461,0.440882,1206.847
0,70.9556,14.5230,0.072582,1709.611
1,52.2408,9.6645,0.841075,571.854
1,52.9407,-13.8560,0.165825,1265.049
0,62.2801,-25.3317,0.471095,1219.641
0,24.4838,9.9452,0.164906,1682.750
1,94.1038,22.3436,0.312370,1283.412
1,74.6215,-2.6209,0.181284,1817.786
0,31.2831,-23.3532,0.459725,827.584
0,11.2070,20.1845,0.208490,761.334
0,77.7390,20.5432,0.791564,723.516
0,16.9895,16.4882,0.961122,1495.354
0,4.3802,4.6286,0.284082,1927.722
1,65.0015,-9.0777,0.318801,1495.322
0,7.3089,-24.7330,0.287301,776.663
0,51.2021,7.0848,0.252705,1589.917
1,40.8429,-2.5642,0.990684,1397.961
1,9.8651,-25.1503,0.163359,1329.596
1,97.1411,-0.2882,0.517715,1083.157
1,73.5687,19.6019,0.507910,934.162
1,76.3365,1.0565,0.544942,1755.722
1,68.9607,3.3051,0.607122,1002.260
1,55.1814,1.3259,0.234511,1951.965
0,58.6538,5.1876,0.685442,1811.917
1,56.9186,-18.8793,0.765736,1173.633
1,57.7893,4.2041,0.898530,1853.980
0,68.5324,-23.3898,0.963264,1435.216
1,89.0821,24.7393,0.153536,1222.806
1,54.3566,-1.5776,0.828519,643.813
1,44.9312,-14.3589,0.549738,961.172
0,14.9227,-21.5246,0.633299,1188.717
0,57.8019,15.1123,0.095853,1207.226
0,11.9538,9.3933,0.704469,884.535
1,44.1644,3.5301,0.611033,553.623
1,67.4216,-4.0246,0.203571,1230.522
0,9.5480,-8.5904,0.669861,1679.666
0,31.7207,-28.7802,0.591082,811.106
1,54.4067,-1.3878,0.504119,634.295
0,13.8949,18.9881,0.682052,1914.490
1,88.7011,16.1543,0.572162,986.015
1,89.0477,8.9791,0.513989,675.418
1,71.6303,26.2611,0.146285,758.622
1,22.1193,-25.0793,0.309409,1332.698
1,9.9208,-26.0716,0.497065,990.651
1,96.4774,-26.7170,0.521504,1522.311
1,85.7748,15.0523,0.260577,828.434
1,32.6242,17.0798,0.345851,1348.165
1,66.7555,0.3805,0.474137,779.555
1,60.6382,-10.1648,0.331704,1476.593
0,5.6938,0.4236,0.126920,1581.985
1,82.1539,-13.6696,0.245062,644.318
1,83.5761,-22.3111,0.832449,598.088
1,96.5432,10.6265,0.927329,1659.043
0,43.6529,14.1696,0.743966,1293.887
1,59.2867,5.4801,0.310695,671.222
0,63.4188,13.3807,0.870441,1322.788
0,35.0688,7.4371,0.539254,575.158
1,5.4069,2.3761,0.249640,963.825
1,53.9406,10.4336,0.408746,534.627
1,92.9273,-5.8046,0.559009,1308.255
0,32.0778,15.7857,0.597662,750.811
0,23.0203,27.6887,0.130914,1212.193
0,11.2749,-14.5376,0.283923,606.164
1,34.1480,-21.7287,0.877224,791.772
1,89.6927,-0.8088,0.434749,1008.716
1,91.8974,-19.0446,0.287610,1799.940
0,23.0931,-20.1598,0.331604,1778.058
1,58.7593,-28.4226,0.372046,1211.182
1,9.2591,-5.4787,0.774844,1530.766
0,28.1699,-6.6018,0.337969,815.729
0,79.1419,1.5620,0.364495,1221.020
1,83.4258,-10.2993,0.258518,728.748
0,4.7614,10.4321,0.264288,1673.979
1,94.8745,25.5662,0.431885,1095.409
0,31.5190,15.9485,0.403102,1769.805
0,48.8239,12.7006,0.747572,892.669
0,52.9005,20.6772,0.077124,1940.878
0,70.4897,17.9705,0.850924,578.718
0,25.9248,16.0663,0.219548,1725.667
1,41.8723,-21.3360,0.992191,944.104
0,35.5596,27.4851,0.941030,1978.221
1,2.5610,-22.6241,0.517958,1272.672
1,12.2582,4.8464,0.996739,1129.232
0,20.2993,5.8046,0.303703,1822.894
0,14.9237,-25.4893,0.379406,1336.041
1,54.7418,2.7756,0.585991,1319.259
1,34.3839,13.1691,0.451503,699.739
0,57.0920,24.2154,0.091644,1054.600
0,58.1966,-13.1070,0.335809,1611.736
1,67.8474,16.2620,0.800060,1533.660
0,82.1980,20.4419,0.110262,1414.787
1,28.0417,4.7207,0.383670,529.584
0,47.9350,2.2164,0.971785,1952.409
1,40.3097,-22.2437,0.863579,563.110
1,29.9403,0.3060,0.933970,510.224
1,86.7686,14.3622,0.638248,1760.546
1,77.6385,14.7720,0.896884,1173.203
1,50.3141,6.5534,0.841645,730.665
1,99.2241,1.1952,0.071921,989.448
0,4.5026,-11.4141,0.367537,1660.513
0,54.9202,24.4472,0.757986,698.032
1,31.6880,24.4037,0.103446,1258.420
1,54.1048,26.4259,0.543306,1598.658
1,73.3149,8.4034,0.522983,865.115
1,79.3874,-12.7424,0.709803,1917.615
1,77.9483,-4.0092,0.607671,1416.578
1,55.7920,-7.6901,0.864573,1289.698
1,86.8931,29.2929,0.764863,1476.251
1,59.6413,0.3466,0.336031,563.120
0,5.1810,28.5969,0.339482,588.873
0,40.4970,17.2070,0.124127,964.000
1,26.1575,-18.1410,0.812910,1350.766
1,88.3700,-12.0566,0.492394,1169.591
0,16.9215,-25.4485,0.016840,1991.535
0,74.4935,22.5116,0.872149,1753.140
0,28.8096,27.0957,0.667723,1083.691
1,80.2868,-24.3781,0.548422,1922.657
1,77.1137,-15.1377,0.555240,509.660
1,67.1280,-19.4817,0.197686,1448.524
1,29.7356,-29.1970,0.889637,1232.455
0,97.5952,27.5864,0.345125,1491.695
1,52.9777,24.8780,0.288700,1162.107
1,30.9980,1.7957,0.423783,581.215
0,79.0003,15.0381,0.543956,1688.217
1,92.1510,1.2371,0.010401,1276.775
0,56.9631,10.6504,0.239799,966.716
1,27.4713,-26.2825,0.179419,503.590
1,84.3094,14.9144,0.887292,546.138
1,85.6503,27.5403,0.113835,1661.767
0,14.1352,15.0913,0.143542,1125.099
0,54.6721,-1.8343,0.097492,1558.497
1,45.5334,26.9624,0.827275,1901.437
0,85.2270,10.4901,0.977556,1806.247
1,24.8022,-8.9695,0.421390,1275.592
0,4.1430,21.8006,0.513197,1501.509
1,96.2505,-5.5930,0.235889,1026.985
1,81.8110,2.0379,0.823067,1365.296
1,80.5285,27.8679,0.473754,1305.754
1,89.3721,25.2779,0.953001,1524.066
0,18.1669,28.8869,0.243003,1725.943
1,79.0843,-10.1921,0.626481,566.316
0,68.3378,27.3739,0.429820,1669.294
0,4.8550,12.8090,0.475952,1023.207
1,31.8304,21.1061,0.400692,1770.469
0,28.3556,22.6053,0.884221,1152.970
0,12.0132,24.6205,0.830486,1093.205
1,98.1056,-20.1732,0.418594,1149.227
1,48.7979,24.4491,0.778856,1826.021
1,84.9054,2.0788,0.694225,551.675
0,18.0237,-3.2792,0.604196,729.159
0,32.9901,4.8454,0.396024,1498.047
1,91.4089,-3.2454,0.191167,1348.114
1,77.3036,-22.4553,0.034350,552.594
1,88.4770,-12.3066,0.043134,1331.242
1,41.0820,-25.6253,0.516678,1259.758
1,74.8910,-19.0482,0.849771,1103.174
1,67.4786,-11.6313,0.677713,1162.358
0,40.0300,16.0654,0.753229,1696.803
0,4.2068,12.9791,0.213447,966.944
1,72.3309,0.0178,0.659163,1269.181
1,88.5347,-5.8672,0.050035,666.220
0,25.6989,-26.1553,0.889519,1043.733
0,73.1559,5.7684,0.789051,900.268
1,46.6891,-3.1181,0.592778,1430.744
0,11.7014,2.4997,0.245265,1510.410
0,69.4502,21.5679,0.205382,1908.601
0,24.8614,1.4020,0.336984,880.533
1,27.2573,-14.6334,0.566900,1847.740
1,33.6221,22.6942,0.390740,1867.744
1,44.5929,25.6360,0.946601,1120.045
1,27.5277,24.4511,0.038666,1087.136
0,34.3685,-20.5831,0.376428,666.383
0,39.7523,21.5218,0.950451,1674.383
0,20.8192,-14.4507,0.535362,1780.441
0,21.0781,22.8679,0.694284,1194.378
0,23.8777,-20.9448,0.333435,1286.917
1,76.7235,24.7718,0.792019,1757.781
1,34.1095,-0.9180,0.945560,833.414
0,11.5624,22.7809,0.455978,574.876
0,47.7524,25.6672,0.607819,911.606
0,18.6773,-6.4857,0.092974,1682.005
0,39.4145,-17.2059,0.575748,1409.422
1,19.2765,19.4108,0.851817,1335.440
1,48.4659,-25.9993,0.111931,1217.949
1,72.3492,-11.1842,0.313086,1676.143
1,33.1099,-4.4908,0.644367,1554.296
0,31.0991,2.5861,0.059031,1375.713
0,37.5330,19.1934,0.004015,1923.131
0,12.7861,24.5372,0.339278,1144.460
1,29.2111,-28.3281,0.899018,1952.864
0,41.0846,18.9513,0.129186,1967.111
1,87.3177,-25.2708,0.308879,917.402
1,96.8991,4.1321,0.872883,947.995
0,64.9663,15.8689,0.268009,784.656
1,66.4769,-26.2402,0.163177,1352.733
1,81.4539,28.4591,0.883445,1860.992
0,30.3234,1.5681,0.675790,1141.204
1,49.5136,-5.1650,0.080957,1049.746
0,29.6510,0.6607,0.725747,1085.130
1,55.8993,-27.8358,0.040614,1921.993
1,52.7629,15.5914,0.709247,893.847
0,34.8184,9.1607,0.560697,1714.408
1,89.8859,-18.2775,0.401551,590.966
0,44.2856,23.5846,0.445414,1102.838
0,23.5747,11.0115,0.901511,1543.639
0,15.3757,-9.7851,0.773090,1441.004
1,77.8470,26.0222,0.935450,1520.335
0,54.3378,19.0133,0.413226,1725.264
0,84.2458,21.1931,0.271352,1945.589
1,10.1136,-23.4324,0.665103,701.981
0,66.5916,5.4393,0.638722,1942.230
1,84.4103,21.5007,0.013488,1779.595
0,1.1268,22.7753,0.933361,800.194
1,96.5155,-14.4045,0.721328,1055.973
1,62.5967,-1.2089,0.628572,1779.956
1,38.2528,-5.2696,0.937786,650.910
0,4.4297,10.3087,0.638436,693.559
0,18.7815,-12.3011,0.973963,1533.298
1,68.5034,18.2040,0.560162,1039.961
1,96.2871,25.1915,0.071222,1009.136
0,84.1211,-6.7120,0.294454,1133.899
0,18.6065,27.7250,0.785418,1726.155
1,43.1929,25.2336,0.912882,1317.046
1,33.9456,-15.5309,0.804321,884.855
1,67.0174,-12.8423,0.032463,1287.135
1,82.2567,25.1813,0.268598,973.977
1,46.2670,-9.5429,0.598362,1205.914
0,65.6164,-7.3585,0.215837,885.065
0,22.5732,0.5738,0.156527,620.053
1,76.4474,23.4311,0.015465,1921.103
0,72.1719,-23.0678,0.814653,1854.405
1,55.5250,-8.6598,0.769698,1093.367
1,26.6376,11.6091,0.469434,1454.386
0,9.0978,-10.6682,0.442272,616.315
1,96.2098,-28.4811,0.547611,1248.613
1,16.0611,-22.2339,0.952428,666.191
1,93.2049,24.2535,0.321196,677.181
0,34.7134,1.5779,0.695425,1266.180
1,30.0493,6.4596,0.820259,810.422
1,53.2246,-27.5923,0.520270,1900.813
1,44.2277,-3.1052,0.937922,786.490
0,69.6405,4.0755,0.315578,1538.272
1,42.5816,-5.8054,0.658904,699.547
0,36.2151,-7.6626,0.351314,765.196
1,56.4679,7.6064,0.931486,748.459
0,35.4438,-17.6967,0.340663,511.934
0,12.0482,6.5499,0.018552,1681.712
0,48.3803,27.9782,0.130202,1823.531
1,77.9209,-17.3567,0.003243,1567.362
1,89.7251,26.9253,0.687228,633.853
0,15.9956,11.3289,0.343472,702.274
0,81.5504,1.0056,0.772282,1602.618
1,49.1350,-16.3643,0.307622,520.508
1,81.6652,-6.9186,0.871096,969.141
1,39.5849,-15.4747,0.468959,1120.613
0,35.3957,7.4118,0.219911,1519.328
0,40.5682,1.0696,0.251428,1818.482
1,43.1667,-14.0585,0.883703,544.252
1,96.7042,-18.3588,0.395124,501.539
1,55.1947,24.1860,0.989571,549.267
0,51.2560,-25.3404,0.374467,1182.988
1,91.7868,-16.8086,0.929730,672.548
0,19.1975,-12.1890,0.092730,764.622
1,97.3523,28.5501,0.428633,1242.678
1,55.0959,0.0592,0.841594,961.992
0,20.1828,20.8178,0.467933,713.056
1,45.0857,8.0375,0.187066,515.174
1,32.8022,-21.3984,0.796102,718.803
0,21.1810,-9.8423,0.768672,1437.728
1,67.0192,-23.9226,0.218709,1288.069
1,57.6112,-1.5320,0.494453,1678.672
0,1.1573,-15.8361,0.066472,1682.686
0,7.0905,15.1154,0.787692,1470.741
1,55.8016,-23.4130,0.082614,695.466
1,83.0164,-19.2161,0.282765,1841.649
0,21.4997,13.9389,0.216443,1242.805
0,10.0537,7.6953,0.942554,1765.784
1,97.6391,-21.6297,0.401285,1837.459
0,9.1956,-25.3868,0.007645,1421.866
1,45.9888,2.8962,0.121511,1507.488
1,56.0409,-28.8794,0.088399,1066.633
0,39.6380,-18.4979,0.600020,1625.792
1,27.9258,-28.8226,0.571269,1687.672
0,44.2650,18.5621,0.943836,1633.103
1,41.8511,12.5099,0.190975,643.671
1,75.3277,-19.6748,0.668187,1046.978
1,66.6727,6.6483,0.544784,860.643
0,8.1861,2.3913,0.564799,1063.758
0,78.4689,2.3691,0.650757,1982.238
1,7.2334,0.3371,0.215864,775.735
0,65.0519,6.2660,0.366108,1541.835
1,85.1911,19.6621,0.992618,983.131
1,22.4293,1.4109,0.235367,762.744
1,66.8453,-1.5097,0.330840,1033.273
1,90.2795,-15.3258,0.567998,890.035
0,87.9025,-26.5356,0.202816,1010.762
0,24.7658,27.3734,0.484364,916.283
0,6.2293,-15.3182,0.850227,1106.246
0,25.4159,2.8342,0.242711,1491.646
1,26.1174,-11.7529,0.475595,1627.108
1,59.7494,-19.5133,0.860348,1752.394
0,40.5949,-27.8139,0.106085,1253.216
1,79.4171,7.4931,0.652110,1008.130
1,26.8070,-27.6509,0.957845,875.475
1,42.3757,7.4767,0.926676,1656.740
0,35.5558,-29.8885,0.906900,1983.406
1,57.4907,4.9288,0.451411,880.533
1,7.2880,-24.2475,0.649434,639.780
0,2.5857,-21.6833,0.348083,1170.387
1,62.9273,23.7076,0.903958,791.022
0,22.2023,-9.2236,0.225278,1365.418
1,97.2882,-15.1139,0.089189,1610.292
1,40.4090,-22.2279,0.117148,1356.357
0,21.2024,-19.5915,0.398421,1929.370
1,17.2195,-6.6170,0.864659,1597.128
0,28.5145,-13.4082,0.479752,1971.463
0,46.0431,-24.1259,0.712885,1978.882
1,22.8634,-8.5879,0.874465,1385.940
1,82.4779,-29.5988,0.909239,896.613
1,89.6322,-28.7122,0.777178,596.887
0,45.5799,-0.1977,0.951045,1699.719
1,83.2306,-1.1032,0.493859,1142.514
1,69.6353,16.1010,0.108213,912.100
1,30.6189,-5.0010,0.131226,1792.533
1,85.5156,-12.0594,0.807795,1309.934
1,16.5508,-1.1714,0.600250,1424.917
1,26.3682,-0.0389,0.415160,1104.222
1,96.3725,-21.1886,0.913073,732.650
0,74.7020,21.7805,0.446123,819.064
0,5.6429,23.9084,0.634506,1844.092
0,47.9672,23.4142,0.915490,1866.339
0,15.6789,11.3346,0.411089,845.584
1,35.1829,22.8818,0.877248,764.093
1,19.7002,-8.8086,0.705398,897.606
0,15.9332,0.2146,0.976127,1977.169
1,99.2147,21.1732,0.595086,1735.026
0,26.7035,20.7583,0.704188,1711.988
0,37.3445,5.0317,0.504268,1519.717
0,27.4814,14.1461,0.682684,1234.680
1,86.5656,29.1457,0.270061,647.711
1,70.3239,-18.4155,0.369435,1237.159
1,97.6095,24.8466,0.930711,1256.320
1,30.3903,-24.3705,0.587738,1576.092
0,50.5858,-19.3695,0.069256,1105.180
1,61.3141,20.9353,0.025587,1118.297
0,42.3564,19.2536,0.486340,1189.548
0,0.6386,4.9695,0.496611,955.622
0,7.3960,-1.4078,0.212749,738.058
0,45.9334,9.1890,0.000054,1923.432
1,18.0989,-21.1182,0.965289,637.263
0,68.8480,24.9903,0.866608,1036.526
1,85.4318,-19.9507,0.957237,1042.446
0,15.5201,-4.3338,0.471012,1944.785
1,72.1078,5.8328,0.283990,1861.459
0,2.9322,27.8656,0.910550,1410.410
0,95.9990,20.9321,0.076633,1794.841
0,27.5535,21.3363,0.394832,1160.715
0,8.9881,12.9730,0.138927,1095.928
1,90.6473,1.1579,0.851119,1899.474
0,3.1564,-19.0717,0.036864,836.727
0,58.3775,21.8424,0.057650,1650.787
0,72.4054,-29.6427,0.259668,614.342
0,0.5450,-24.5487,0.094010,1119.217
0,29.9596,-28.0237,0.030535,665.969
0,0.4861,-2.5028,0.886705,1928.302
1,51.0023,-23.2015,0.977568,1948.441
1,77.7851,18.7202,0.852148,553.003
1,41.1495,17.8773,0.627640,1175.865
0,8.3926,-2.6071,0.062700,1176.220
1,81.5618,-4.4826,0.438307,1974.192
1,99.8626,-20.9037,0.926218,1384.843
0,12.5488,28.6401,0.105449,1024.020
1,61.0746,-28.2968,0.294041,1739.504
0,19.3446,-15.6776,0.058674,571.650
0,50.1642,-5.6821,0.579958,1973.234
1,54.8312,-6.2648,0.435892,503.320
1,8.4733,10.5000,0.994773,1435.867
1,62.6246,23.1471,0.262253,818.456
0,43.4161,11.5504,0.278294,1956.048
0,5.5538,-20.2495,0.236363,923.287
0,57.6911,-8.0031,0.390540,1166.153
1,59.3328,4.2988,0.944062,558.847
1,72.9901,2.4865,0.103235,1620.681
1,93.5746,-27.9832,0.670129,1362.605
1,30.7661,28.5872,0.846370,1712.317
1,80.9136,-22.3797,0.609259,1196.618
1,38.5803,-20.4466,0.153700,868.507
1,71.8118,-12.9324,0.550671,1675.756
0,5.4600,26.5034,0.223022,1906.377
1,89.2719,5.3563,0.531173,1363.332
0,2.1925,-0.4572,0.661293,1609.725
1,60.0457,1.2147,0.582329,1009.356
0,46.6324,27.7432,0.479650,1316.159
1,57.0678,-6.7355,0.857564,1582.708
1,65.1286,-1.0235,0.886292,1875.699
1,36.5937,15.2059,0.908786,947.834
0,21.9865,5.7499,0.033705,1823.620
1,89.3424,-0.1242,0.413884,1695.186
